SIDER_ID,Concept_Type,Indication_Name
CID100121396,PT,Hyperammonaemia
CID100121396,PT,Acidosis
CID100121396,PT,N-acetylglutamate synthase deficiency
CID100121749,PT,Psoriatic arthropathy
CID100121749,PT,Rash
CID100121749,PT,Dermatitis
CID100121749,PT,Psoriasis
CID100121749,PT,Urticaria
CID100121749,PT,Psoriasis
CID100121749,PT,Latent tuberculosis
CID100121892,PT,Convulsion
CID100121892,PT,Epilepsy
CID100122197,PT,Multiple system atrophy
CID100122197,PT,Dementia Alzheimer's type
CID100122197,PT,Parkinsonism
CID100122197,PT,Parkinson's disease
CID100122197,PT,Progressive supranuclear palsy
CID100122197,PT,Parkinsonism
CID100122197,PT,Familial tremor
CID100122197,PT,Essential tremor
CID100122197,PT,Dementia
CID100122197,PT,Dementia with Lewy bodies
CID100122316,PT,Parkinsonism
CID100122316,PT,Parkinson's disease
CID100123015,PT,Thrombocytopenia
CID100123015,PT,Thrombocytopenic purpura
CID100123015,PT,Haemorrhage
CID100123015,PT,Haemoglobin
CID100123597,PT,Uveitis
CID100123597,PT,Ocular hypertension
CID100123597,PT,Open angle glaucoma
CID100123597,PT,Iritis
CID100123606,PT,Cluster headache
CID100123606,PT,Migraine
CID100123606,PT,Nausea
CID100123606,PT,Pain
CID100123606,PT,Photophobia
CID100123606,PT,Migraine
CID100123606,PT,Aura
CID100123606,PT,Phonophobia
CID100123610,PT,Acute coronary syndrome
CID100123610,PT,Acute myocardial infarction
CID100123610,PT,Acute coronary syndrome
CID100123610,PT,Electrocardiogram T wave inversion
CID100123610,PT,Electrocardiogram ST segment depression
CID100123610,PT,Electrocardiogram ST segment elevation
CID100123610,PT,Angina pectoris
CID100123610,PT,Pregnancy
CID100123610,PT,Myocardial infarction
CID100123610,PT,Chest pain
CID100123610,PT,Angina unstable
CID100123610,PT,Thrombocytopenia
CID100123611,PT,Deep vein thrombosis
CID100123611,PT,Thrombophlebitis superficial
CID100123611,PT,Pulmonary embolism
CID100123611,PT,Myocardial infarction
CID100123611,PT,Acute myocardial infarction
CID100123611,PT,Embolism
CID100123611,PT,Acute coronary syndrome
CID100123611,PT,Myocardial infarction
CID100123611,PT,Hip fracture
CID100123611,PT,Haemoglobin
CID100123611,PT,Haemorrhage
CID100123611,PT,Cardiac failure
CID100123611,PT,Angina pectoris
CID100123611,PT,Angina unstable
CID100123619,PT,Pain
CID100123619,PT,Dysmenorrhoea
CID100123619,PT,Ankylosing spondylitis
CID100123619,PT,Pain
CID100123619,PT,Musculoskeletal pain
CID100123619,PT,Osteoarthritis
CID100123619,PT,Arthritis
CID100123619,PT,Rheumatoid arthritis
CID100123619,PT,Gout
CID100123619,PT,Gouty arthritis
CID100123619,PT,Arthritis
CID100123619,PT,Back pain
CID100123620,PT,Asthma
CID100123620,PT,Dermatitis atopic
CID100123620,PT,Nasal polyps
CID100123620,PT,Psoriasis
CID100123620,PT,Skin disorder
CID100123620,PT,Drug interaction
CID100123620,PT,Rhinitis allergic
CID100123623,PT,Systemic candida
CID100123623,PT,Oesophageal candidiasis
CID100123623,PT,Peritonitis
CID100123623,PT,Systemic candida
CID100123623,PT,Oropharyngeal candidiasis
CID100123623,PT,Abdominal abscess
CID100123623,PT,Osteomyelitis
CID100123623,PT,Systemic candida
CID100123623,PT,Fungal infection
CID100123623,PT,Aspergillus infection
CID100123623,PT,Candida infection
CID100123623,PT,Infection
CID100123623,PT,Neutropenia
CID100123623,PT,Body temperature increased
CID100123623,PT,Meningitis
CID100123623,PT,Endocarditis
CID100123631,PT,Neoplasm malignant
CID100123631,PT,Non-small cell lung cancer
CID100123631,PT,Haemorrhage
CID100123631,PT,Haemoglobin
CID100123631,PT,Neoplasm
CID100123631,PT,Idiopathic pulmonary fibrosis
CID100123634,PT,Oestrogen deficiency
CID100123634,PT,Fracture
CID100123634,PT,Multiple fractures
CID100123809,PT,Dyskinesia
CID100123809,PT,Parkinsonism
CID100123809,PT,Parkinson's disease
CID100123809,PT,Parkinsonism
CID100124087,PT,Rhinorrhoea
CID100124087,PT,Chronic spontaneous urticaria
CID100124087,PT,Lacrimation increased
CID100124087,PT,Erythema
CID100124087,PT,Urticaria
CID100124087,PT,Rhinitis allergic
CID100124087,PT,Rhinitis perennial
CID100124087,PT,Sneezing
CID100124087,PT,Cough
CID100124087,PT,Nasopharyngitis
CID100124087,PT,Rhinitis seasonal
CID100124087,PT,Seasonal allergy
CID100124087,PT,Pruritus
CID100125017,PT,Decreased interest
CID100125017,PT,Major depression
CID100125017,PT,Insomnia
CID100125017,PT,Hypersomnia
CID100125017,PT,Suicidal ideation
CID100125017,PT,Mental disability
CID100125017,PT,Disturbance in attention
CID100125017,PT,Depressed mood
CID100125017,PT,Dysphoria
CID100125017,PT,Agitation
CID100125017,PT,Suicide attempt
CID100125017,PT,Major depression
CID100125017,PT,Feeling guilty
CID100125017,PT,Asthenia
CID100125017,PT,Fatigue
CID100125017,PT,Bradyphrenia
CID100125889,PT,Renal failure
CID100125889,PT,Renal impairment
CID100125889,PT,Partial seizures
CID100125889,PT,Diabetic neuropathy
CID100125889,PT,Generalised anxiety disorder
CID100125889,PT,Neuralgia
CID100125889,PT,Convulsion
CID100125889,PT,Post herpetic neuralgia
CID100125889,PT,Fibromyalgia
CID100125889,PT,Epilepsy
CID100125889,PT,Spinal cord injury
CID100127909,PT,Open angle glaucoma
CID100127909,PT,Open angle glaucoma
CID100127909,PT,Ocular hypertension
CID100127909,PT,Open angle glaucoma
CID100127909,PT,Glaucoma
CID100127909,PT,Hypotrichosis
CID100128549,PT,Renal impairment
CID100128549,PT,Left ventricular dysfunction
CID100128549,PT,Hypertension
CID100128549,PT,Left ventricular dysfunction
CID100128549,PT,Acute myocardial infarction
CID100128549,PT,Renal failure
CID100128549,PT,Acute coronary syndrome
CID100128549,PT,Myocardial infarction
CID100128549,PT,Hypertension
CID100128549,PT,Cardiac failure congestive
CID100128549,PT,Cardiac failure
CID100128549,PT,Renal artery stenosis
CID100129228,PT,Epilepsy
CID100129228,PT,Convulsion
CID100129228,PT,Lennox-Gastaut syndrome
CID100129806,PT,Type IIa hyperlipidaemia
CID100129806,PT,Liver disorder
CID100129806,PT,Foetor hepaticus
CID100129806,PT,Myocardial infarction
CID100129806,PT,Type IIa hyperlipidaemia
CID100129806,PT,Nephrotic syndrome
CID100129806,PT,Cerebrovascular accident
CID100129806,PT,Dyslipidaemia
CID100129806,PT,Hypothyroidism
CID100129806,PT,Acute coronary syndrome
CID100129806,PT,Hypertriglyceridaemia
CID100129806,PT,Hepatocellular injury
CID100129806,PT,Type III hyperlipidaemia
CID100129806,PT,Hyperlipidaemia
CID100129806,PT,Type II hyperlipidaemia
CID100129806,PT,Type IIa hyperlipidaemia
CID100129806,PT,Hypercholesterolaemia
CID100129806,PT,Diabetes mellitus
CID100129806,PT,Coronary artery disease
CID100129806,PT,Cardiovascular disorder
CID100129806,PT,Arteriosclerosis
CID100129806,PT,Alcohol abuse
CID100129806,PT,Alcoholism
CID100129806,PT,Blood triglycerides increased
CID100130564,PT,Gastrooesophageal reflux disease
CID100130565,PT,Erosive oesophagitis
CID100130565,PT,Gastrinoma
CID100130565,PT,Dyspepsia
CID100130565,PT,Gastric ulcer
CID100130565,PT,Duodenal ulcer
CID100130565,PT,Infection
CID100130565,PT,Gastrooesophageal reflux disease
CID100130881,PT,Hypertension
CID100130881,PT,Hypotension
CID100130881,PT,Hypertension
CID100131535,PT,HIV infection
CID100131535,PT,Immunodeficiency
CID100131535,PT,Infection
CID100131535,PT,Factor XI deficiency
CID100132804,PT,Hyperlipidaemia
CID100132804,PT,Dyslipidaemia
CID100132970,PT,Prostate cancer
CID100132971,PT,Prostate cancer
CID100132971,PT,Metastases to liver
CID100132971,PT,Hepatic cancer metastatic
CID100132999,PT,Coronary artery disease
CID100132999,PT,Angina pectoris
CID100132999,PT,Systolic dysfunction
CID100132999,PT,Sinus rhythm
CID100132999,PT,Cardiac failure chronic
CID100134018,PT,Gouty arthritis
CID100134018,PT,Gout
CID100134018,PT,Gout
CID100134018,PT,Gouty tophus
CID100134018,PT,Blood uric acid increased
CID100134018,PT,Hyperuricaemia
CID100134018,PT,Renal impairment
CID100134018,PT,Renal failure
CID100134019,PT,B-cell lymphoma
CID100134780,PT,Plasma cell myeloma
CID100134780,PT,Plasmacytoma
CID100134780,PT,Neuropathy peripheral
CID100134780,PT,Disease progression
CID100135113,PT,Sucrase-isomaltase deficiency
CID100145068,PT,Pulmonary hypertension
CID100145068,PT,Pregnancy
CID100145068,PT,Hypoxia
CID100145068,PT,Respiratory failure
CID100147912,PT,Floppy iris syndrome
CID100147912,PT,Oropharyngeal candidiasis
CID100147912,PT,Systemic candida
CID100147912,PT,Systemic mycosis
CID100147912,PT,Haematological malignancy
CID100147912,PT,Fusarium infection
CID100147912,PT,Oesophageal candidiasis
CID100147912,PT,Immunodeficiency
CID100147912,PT,Zygomycosis
CID100147912,PT,Neutropenia
CID100147912,PT,Palpitations
CID100147912,PT,Mycetoma mycotic
CID100147912,PT,Acute myeloid leukaemia
CID100147912,PT,Acute leukaemia
CID100147912,PT,Graft versus host disease
CID100147912,PT,Cryptococcosis
CID100147912,PT,Infection
CID100147912,PT,Coccidioidomycosis
CID100147912,PT,Chromoblastomycosis
CID100147912,PT,Candida infection
CID100147912,PT,Aspergillus infection
CID100147912,PT,Fungal infection
CID100148121,PT,Renal failure chronic
CID100148121,PT,Peripheral T-cell lymphoma unspecified
CID100148121,PT,Mucosal inflammation
CID100148121,PT,Febrile neutropenia
CID100148127,PT,Dyspareunia
CID100148127,PT,Atrophy
CID100148127,PT,Menopause
CID100148191,PT,Renal cell carcinoma
CID100148191,PT,Mantle cell lymphoma
CID100148191,PT,Mantle cell lymphoma refractory
CID100148192,PT,Hepatitis B
CID100148211,PT,Neoplasm malignant
CID100148211,PT,Nausea
CID100148211,PT,Vomiting
CID100148211,PT,Procedural nausea
CID100150310,PT,Myocardial infarction
CID100150310,PT,Left ventricular dysfunction
CID100150310,PT,Systolic dysfunction
CID100150310,PT,Microalbuminuria
CID100150310,PT,Acute myocardial infarction
CID100150310,PT,Acute coronary syndrome
CID100150310,PT,Hypotension
CID100150310,PT,Hyperlipidaemia
CID100150310,PT,Cardiac failure congestive
CID100150310,PT,Angina pectoris
CID100150310,PT,Diabetes mellitus
CID100150310,PT,Type 2 diabetes mellitus
CID100150310,PT,Hypertension
CID100150310,PT,Cardiac failure
CID100150310,PT,Diabetic nephropathy
CID100150311,PT,Type V hyperlipidaemia
CID100150311,PT,Renal failure chronic
CID100150311,PT,Liver disorder
CID100150311,PT,Low density lipoprotein increased
CID100150311,PT,Phytosterolaemia
CID100150311,PT,Type IIa hyperlipidaemia
CID100150311,PT,High density lipoprotein decreased
CID100150311,PT,High density lipoprotein decreased
CID100150311,PT,Dyslipidaemia
CID100150311,PT,Arteriosclerosis
CID100150311,PT,Hypercholesterolaemia
CID100150311,PT,Agitation
CID100150311,PT,Weight decreased
CID100150311,PT,Hyperlipidaemia
CID100150610,PT,Renal failure
CID100150610,PT,Renal impairment
CID100150610,PT,Diabetes mellitus
CID100150610,PT,Abdominal infection
CID100150610,PT,Diabetic foot infection
CID100150610,PT,Pneumonia
CID100150610,PT,Pyelonephritis acute
CID100150610,PT,Infection
CID100150610,PT,Endometritis
CID100150610,PT,Genital infection female
CID100150610,PT,Urinary tract infection
CID100150610,PT,Pyelonephritis
CID100150610,PT,Pelvic infection
CID100150610,PT,Osteomyelitis
CID100150610,PT,Ischaemia
CID100150610,PT,Infection
CID100150610,PT,Bacterial infection
CID100150610,PT,Bacteraemia
CID100150610,PT,Abortion infected
CID100150610,PT,Sepsis
CID100151075,PT,Macular oedema
CID100151075,PT,Injury
CID100151075,PT,Procedural pain
CID100151075,PT,Diabetes mellitus
CID100151075,PT,Inflammation
CID100151075,PT,Extravasation
CID100151075,PT,Pain
CID100151165,PT,Neoplasm malignant
CID100151165,PT,Nausea
CID100151165,PT,Vomiting
CID100151165,PT,Procedural nausea
CID100151171,PT,Adrenal insufficiency
CID100151171,PT,Cardiac failure congestive
CID100151171,PT,Hyponatraemia
CID100151171,PT,Hypothyroidism
CID100151171,PT,Inappropriate antidiuretic hormone secretion
CID100151171,PT,Lung disorder
CID100151171,PT,Hyponatraemia
CID100151174,PT,Hypertension
CID100152945,PT,Benign prostatic hyperplasia
CID100152945,PT,Prostatomegaly
CID100152945,PT,Polyuria
CID100153941,PT,Chronic hepatitis B
CID100153941,PT,Infection
CID100153941,PT,Fibrosis
CID100153941,PT,Hepatitis B
CID100153941,PT,Inflammation
CID100153941,PT,Hepatocellular injury
CID100153941,PT,Liver disorder
CID100153941,PT,Foetor hepaticus
CID100153941,PT,Viral infection
CID100153941,PT,Alanine aminotransferase increased
CID100153941,PT,Hepatitis B e antigen positive
CID100153941,PT,Hepatic cirrhosis
CID100153941,PT,Hepatitis B
CID100153994,PT,Hypertension
CID100153994,PT,Essential hypertension
CID100153994,PT,Hypertension
CID100154058,PT,Pollakiuria
CID100154058,PT,Pollakiuria
CID100154058,PT,Micturition urgency
CID100154058,PT,Urge incontinence
CID100154058,PT,Hypertonic bladder
CID100154256,PT,Osteoporosis postmenopausal
CID100154256,PT,Osteoporosis
CID100154256,PT,Menopausal symptoms
CID100154256,PT,Fracture
CID100154256,PT,Multiple fractures
CID100154256,PT,Hip fracture
CID100156326,PT,Bipolar I disorder
CID100156326,PT,Dementia
CID100156326,PT,Mania
CID100156326,PT,Parkinsonism
CID100156326,PT,Bipolar I disorder
CID100156326,PT,Schizoaffective disorder
CID100156326,PT,Bipolar disorder
CID100156326,PT,Schizophrenia
CID100156418,PT,Neoplasm malignant
CID100156418,PT,Hypercalcaemia
CID100156418,PT,Hyperparathyroidism secondary
CID100156418,PT,Renal failure chronic
CID100156418,PT,Hyperparathyroidism primary
CID100156418,PT,Renal failure chronic
CID100157429,PT,Neoplasm
CID100157688,PT,Transitional cell carcinoma
CID100157920,PT,Constipation
CID100157920,PT,Cancer pain
CID100157920,PT,Constipation
CID100157920,PT,Constipation
CID100157920,PT,Functional gastrointestinal disorder
CID100157920,PT,Irritable bowel syndrome
CID100157921,PT,Basal cell carcinoma
CID100157921,PT,Neoplasm malignant
CID100157921,PT,Actinic keratosis
CID100157921,PT,Seborrhoeic keratosis
CID100157921,PT,Porphyrin metabolism disorder
CID100158781,PT,Diabetes mellitus
CID100158781,PT,Acute coronary syndrome
CID100158781,PT,Myocardial infarction
CID100158781,PT,Hypertension
CID100158781,PT,Hypotension
CID100158781,PT,Hypertension
CID100158781,PT,Hyperlipidaemia
CID100158781,PT,Cardiac failure
CID100158781,PT,Diabetic nephropathy
CID100158781,PT,Diabetes mellitus
CID100158781,PT,Angina pectoris
CID100158786,PT,Age-related macular degeneration
CID100159247,PT,Hyperphosphataemia
CID100159247,PT,Renal failure chronic
CID100159247,PT,Constipation
CID100159247,PT,Renal failure chronic
CID100160036,PT,Injection site discomfort
CID100160051,PT,Hypertension
CID100160051,PT,Low density lipoprotein increased
CID100160051,PT,Type IIa hyperlipidaemia
CID100160051,PT,Dyslipidaemia
CID100160051,PT,High density lipoprotein decreased
CID100160051,PT,Intestinal obstruction
CID100160051,PT,Hypertriglyceridaemia
CID100160051,PT,Blood triglycerides increased
CID100160051,PT,Hyperlipidaemia
CID100160051,PT,High density lipoprotein decreased
CID100160051,PT,Type IIa hyperlipidaemia
CID100160051,PT,Hypercholesterolaemia
CID100160051,PT,Diabetic ketoacidosis
CID100160051,PT,Type 2 diabetes mellitus
CID100160051,PT,Type 1 diabetes mellitus
CID100160051,PT,Diabetes mellitus
CID100160051,PT,Coronary artery disease
CID100160051,PT,Cardiovascular disorder
CID100160051,PT,Arteriosclerosis
CID100160051,PT,Type II hyperlipidaemia
CID100160352,PT,Infection
CID100160352,PT,Pancreatitis
CID100161580,PT,Cystinosis
CID100163158,PT,Pain
CID100163296,PT,Acquired immunodeficiency syndrome
CID100163296,PT,Autoimmune disorder
CID100163296,PT,Drug interaction
CID100164521,PT,Conjunctivitis allergic
CID100164521,PT,Pruritus
CID100166548,PT,Systemic candida
CID100166548,PT,Systemic candida
CID100166548,PT,Abdominal abscess
CID100166548,PT,Oesophageal candidiasis
CID100166548,PT,Peritonitis
CID100166548,PT,Osteomyelitis
CID100166548,PT,Abscess
CID100166548,PT,Meningitis
CID100166548,PT,Endocarditis
CID100166548,PT,Infection
CID100166548,PT,Candida infection
CID100166548,PT,Aspergillus infection
CID100166548,PT,Fungal infection
CID100168625,PT,Anuria
CID100168625,PT,Hyperkalaemia
CID100168625,PT,Renal failure chronic
CID100168625,PT,Oliguria
CID100168924,PT,Renal failure chronic
CID100170361,PT,Schizophrenia
CID100170361,PT,Renal impairment
CID100170361,PT,Schizoaffective disorder
CID100170361,PT,Suicidal behaviour
CID100170361,PT,Chronic obstructive pulmonary disease
CID100170361,PT,Cardiovascular disorder
CID100170361,PT,Bronchial hyperreactivity
CID100171558,PT,Blood potassium decreased
CID100171558,PT,Hepatic cirrhosis
CID100171558,PT,Blood sodium increased
CID100171558,PT,Metabolic alkalosis
CID100171558,PT,Irritability
CID100171558,PT,Toxicity to various agents
CID100171558,PT,Atrioventricular block
CID100171558,PT,Arrhythmia
CID100171558,PT,Ascites
CID100171558,PT,Hypertension
CID100171558,PT,Oedema
CID100171558,PT,Polyuria
CID100176870,PT,Neoplasm malignant
CID100176870,PT,Non-small cell lung cancer
CID100176870,PT,Neoplasm
CID100176870,PT,Neoplasm
CID100176870,PT,Pancreatic carcinoma
CID100176870,PT,Metastases to pancreas
CID100176870,PT,Pancreatic carcinoma metastatic
CID100179344,PT,Pertussis
CID100179344,PT,Tetanus
CID100179344,PT,Convulsion
CID100179344,PT,Hepatitis B
CID100179344,PT,Poliomyelitis
CID100179344,PT,Diphtheria
CID100179344,PT,Corynebacterium infection
CID100179344,PT,Infection
CID100179344,PT,Epilepsy
CID100185457,PT,Renal failure
CID100185457,PT,Urinary tract obstruction
CID100192155,PT,Inflammation
CID100193962,PT,Infection
CID100193962,PT,Rash
CID100193962,PT,Dermatitis
CID100193962,PT,HIV infection
CID100193962,PT,Pathogen resistance
CID100197281,PT,Hepatic cancer
CID100197281,PT,Metastatic neoplasm
CID100197281,PT,Hepatocellular carcinoma
CID100197281,PT,Renal failure
CID100197281,PT,Renal impairment
CID100197281,PT,Angiopathy
CID100197281,PT,Convulsion
CID100197281,PT,Hepatic cancer
CID100197712,PT,Connective tissue disorder
CID100197712,PT,Hypertension
CID100197712,PT,Pulmonary arterial hypertension
CID100197712,PT,Pulmonary arterial hypertension
CID100206527,PT,Mental disability
CID100206527,PT,Disturbance in attention
CID100206527,PT,Tremor
CID100206527,PT,Discomfort
CID100206527,PT,Obsessive rumination
CID100206527,PT,Obsessive thoughts
CID100206527,PT,Palpitations
CID100206527,PT,Bradyphrenia
CID100206527,PT,Derealisation
CID100206527,PT,Abdominal discomfort
CID100206527,PT,Fear of death
CID100206527,PT,Decreased interest
CID100206527,PT,Dysphoria
CID100206527,PT,Choking sensation
CID100206527,PT,Sexual dysfunction
CID100206527,PT,Compulsions
CID100206527,PT,Menopausal symptoms
CID100206527,PT,Hot flush
CID100206527,PT,Major depression
CID100206527,PT,Paraesthesia
CID100206527,PT,Suicidal ideation
CID100206527,PT,Emotional distress
CID100206527,PT,Paraesthesia
CID100206527,PT,Panic attack
CID100206527,PT,Agoraphobia
CID100206527,PT,Chest pain
CID100206527,PT,Depersonalisation
CID100206527,PT,Dizziness
CID100206527,PT,Dyspnoea
CID100206527,PT,Fatigue
CID100206527,PT,Asthenia
CID100206527,PT,Feeling guilty
CID100206527,PT,Major depression
CID100206527,PT,Nausea
CID100206527,PT,Sensory loss
CID100206527,PT,Obsessive-compulsive disorder
CID100206527,PT,Palpitations
CID100206527,PT,Panic disorder
CID100206527,PT,Suicide attempt
CID100206527,PT,Hyperhidrosis
CID100206527,PT,Chills
CID100206527,PT,Agitation
CID100206527,PT,Hypoaesthesia
CID100206527,PT,Dizziness
CID100208898,PT,Sinus rhythm
CID100208898,PT,Atrial fibrillation
CID100208898,PT,Left ventricular dysfunction
CID100208898,PT,Cardiac failure
CID100208898,PT,Atrial fibrillation
CID100208898,PT,Atrial flutter
CID100208902,PT,Insomnia
CID100208908,PT,Breast cancer
CID100208908,PT,Menopause
CID100208908,PT,Neoplasm
CID100208908,PT,Disease progression
CID100208908,PT,Breast cancer stage IV
CID100208908,PT,Metastatic neoplasm
CID100213023,PT,Embolism
CID100213023,PT,Deep vein thrombosis
CID100213023,PT,Cerebrovascular accident
CID100213023,PT,Embolism
CID100213023,PT,Atrial fibrillation
CID100213023,PT,Pulmonary embolism
CID100213039,PT,Infection
CID100213039,PT,Factor XI deficiency
CID100213039,PT,Immunodeficiency
CID100213039,PT,Infection
CID100213046,PT,Mania
CID100213046,PT,Bipolar I disorder
CID100213046,PT,Schizophrenia
CID100213046,PT,Dementia
CID100213046,PT,Bipolar I disorder
CID100213046,PT,Bipolar disorder
CID100213046,PT,Schizoaffective disorder
CID100213046,PT,Bipolar I disorder
CID100216209,PT,Hypertension
CID100216209,PT,Acute coronary syndrome
CID100216209,PT,Myocardial infarction
CID100216209,PT,Nephropathy
CID100216209,PT,Hypotension
CID100216209,PT,Essential hypertension
CID100216209,PT,Hyperlipidaemia
CID100216209,PT,Cardiac failure
CID100216209,PT,Diabetic nephropathy
CID100216209,PT,Diabetes mellitus
CID100216209,PT,Angina pectoris
CID100216209,PT,Hypertension
CID100216210,PT,Deep vein thrombosis
CID100216210,PT,Cerebrovascular accident
CID100216210,PT,Pulmonary embolism
CID100216210,PT,Atrial fibrillation
CID100216210,PT,Embolism
CID100216235,PT,Pulmonary hypertension
CID100216235,PT,Connective tissue disorder
CID100216235,PT,Hypertension
CID100216235,PT,Pulmonary hypertension
CID100216235,PT,Pulmonary arterial hypertension
CID100216237,PT,Neurological symptom
CID100216237,PT,Hyponatraemia
CID100216237,PT,Inappropriate antidiuretic hormone secretion
CID100216237,PT,Cardiac failure
CID100216237,PT,Hyponatraemia
CID100216239,PT,Hepatocellular carcinoma
CID100216239,PT,Acute coronary syndrome
CID100216239,PT,Thyroid cancer
CID100216239,PT,Deep vein thrombosis
CID100216239,PT,Cerebrovascular accident
CID100216239,PT,Pulmonary embolism
CID100216239,PT,Hepatic cancer
CID100216239,PT,Embolism
CID100216239,PT,Renal cell carcinoma
CID100216239,PT,Non-small cell lung cancer
CID100216239,PT,Neoplasm malignant
CID100216239,PT,Atrial fibrillation
CID100216239,PT,Hypoparathyroidism
CID100216258,PT,Infection
CID100216258,PT,Cystic fibrosis
CID100216258,PT,Lung infection
CID100216326,PT,Anaemia
CID100216326,PT,Mantle cell lymphoma
CID100216326,PT,Embolism
CID100216326,PT,Embolism venous
CID100216326,PT,Rash
CID100216326,PT,Plasmacytoma
CID100216326,PT,Plasma cell myeloma
CID100216326,PT,Dermatitis
CID100216326,PT,Myelodysplastic syndrome
CID100216416,PT,Menopausal symptoms
CID100216416,PT,Osteoporosis
CID100216416,PT,Fracture
CID100216416,PT,Multiple fractures
CID100216416,PT,Hip fracture
CID100219024,PT,Atrioventricular block
CID100219024,PT,Long QT syndrome
CID100219024,PT,Lung disorder
CID100219024,PT,Hypovolaemia
CID100219078,PT,Epilepsy
CID100219078,PT,Convulsion
CID100219090,PT,Vomiting
CID100219090,PT,Nausea
CID100219090,PT,Neoplasm malignant
CID100222786,PT,Erythema multiforme
CID100222786,PT,Synovitis
CID100222786,PT,Stevens-Johnson syndrome
CID100222786,PT,Ankylosing spondylitis
CID100222786,PT,Skin disorder
CID100222786,PT,Serum sickness
CID100222786,PT,Seborrhoeic dermatitis
CID100222786,PT,Sarcoidosis
CID100222786,PT,Rhinitis perennial
CID100222786,PT,Pneumonia
CID100222786,PT,Psoriasis
CID100222786,PT,Proteinuria
CID100222786,PT,Protein urine present
CID100222786,PT,Tenosynovitis
CID100222786,PT,Pemphigus
CID100222786,PT,Osteoarthritis
CID100222786,PT,Optic neuritis
CID100222786,PT,Sympathetic ophthalmia
CID100222786,PT,Nephrotic syndrome
CID100222786,PT,Rheumatic heart disease
CID100222786,PT,Thyroiditis
CID100222786,PT,Choroiditis
CID100222786,PT,Meningitis tuberculous
CID100222786,PT,Mycosis fungoides
CID100222786,PT,Juvenile idiopathic arthritis
CID100222786,PT,Pneumonia aspiration
CID100222786,PT,Aplasia pure red cell
CID100222786,,Allergic conditions
CID100222786,PT,Systemic lupus erythematosus
CID100222786,PT,Secondary adrenocortical insufficiency
CID100222786,PT,Pulmonary eosinophilia
CID100222786,PT,Loeffler's syndrome
CID100222786,PT,Trichiniasis
CID100222786,PT,Erythema multiforme
CID100222786,PT,Ulcerative keratitis
CID100222786,PT,Thrombocytopenia
CID100222786,PT,Acute leukaemia
CID100222786,PT,Polymyositis
CID100222786,PT,Purpura
CID100222786,PT,Idiopathic thrombocytopenic purpura
CID100222786,PT,Azotaemia
CID100222786,PT,Ulcer
CID100222786,PT,Pulmonary tuberculosis
CID100222786,PT,Hypoplastic anaemia
CID100222786,PT,Lymphoma
CID100222786,PT,Dermatitis bullous
CID100222786,PT,Systemic lupus erythematosus
CID100222786,PT,Conjunctivitis allergic
CID100222786,PT,Collagen disorder
CID100222786,PT,Proctocolitis
CID100222786,PT,Colitis ulcerative
CID100222786,PT,Choroiditis
CID100222786,PT,Chorioretinitis
CID100222786,PT,Neoplasm malignant
CID100222786,PT,Non-Hodgkin's lymphoma
CID100222786,PT,Bursitis
CID100222786,PT,Berylliosis
CID100222786,PT,Arthritis
CID100222786,PT,Rheumatoid arthritis
CID100222786,PT,Psoriatic arthropathy
CID100222786,PT,Gout
CID100222786,PT,Gouty arthritis
CID100222786,PT,Arthritis
CID100222786,PT,Haemolytic anaemia
CID100222786,PT,Anaemia
CID100222786,PT,Adrenogenital syndrome
CID100222786,PT,Dermatitis
CID100222786,PT,Dermatitis exfoliative
CID100222786,PT,Asthma
CID100222786,PT,Dermatitis contact
CID100222786,PT,Leukaemia
CID100222786,PT,Keratitis
CID100222786,PT,Iritis
CID100222786,PT,Iridocyclitis
CID100222786,PT,Inflammation
CID100222786,PT,Hypersensitivity
CID100222786,PT,Hypercalcaemia
CID100222786,PT,Ophthalmic herpes zoster
CID100222786,PT,Blood disorder
CID100222786,PT,Gastrointestinal disorder
CID100222786,PT,Epicondylitis
CID100222786,PT,Enteritis
CID100222786,PT,Endophthalmitis
CID100222786,PT,Panophthalmitis
CID100222786,PT,Endocrine disorder
CID100222786,PT,Oedema
CID100222786,PT,Drug hypersensitivity
CID100222786,PT,Polyuria
CID100222786,PT,Dermatomyositis
CID100222786,PT,Erythema multiforme
CID100222786,PT,Dermatitis atopic
CID100315411,PT,Metabolic disorder
CID100315411,PT,Coronary artery disease
CID100315411,PT,Epilepsy
CID100315411,PT,Neoplasm malignant
CID100315411,PT,Left ventricular dysfunction
CID100316280,PT,Keratitis
CID100316280,PT,Dry eye
CID100358641,PT,Bacterial infection
CID100358641,PT,Anorectal infection
CID100358641,PT,Urinary tract infection
CID100358641,PT,Toxoplasmosis
CID100358641,PT,Respiratory tract infection
CID100358641,PT,Pneumonia
CID100358641,PT,Otitis media
CID100358641,PT,Gonorrhoea
CID100358641,PT,Shigella infection
CID100358641,PT,Diarrhoea
CID100358641,PT,Infection
CID100358641,PT,Bronchitis chronic
CID100358641,PT,Cholera
CID100358641,PT,Chancroid
CID100358641,PT,Gastroenteritis
CID100441086,PT,Infection
CID100441332,PT,Uterine hypotonus
CID100441332,PT,Surgery
CID100441332,PT,Uterine atony
CID100441332,PT,Pregnancy
CID100441332,PT,Postpartum haemorrhage
CID100441332,PT,Haemoglobin
CID100441332,PT,Haemorrhage
CID100441332,PT,Premature rupture of membranes
